city,state
Faizpur,Maharashtra
Fyzābād,Uttar Pradesh
Ettumānūr,Kerala
Etāwah,Uttar Pradesh
Etah,Uttar Pradesh
Erraguntla,Andhra Pradesh
Erode,Tamil Nadu
Erāttupetta,Kerala
Erandol,Maharashtra
Emmiganūr,Andhra Pradesh
Eluru,Andhra Pradesh
Elūr,Kerala
Elumalai,Tamil Nadu
Ellenabad,Haryana
Elamanchili,Andhra Pradesh
Egra,West Bengal
Edappāl,Kerala
Dwārka,Gujarat
Durgapur,West Bengal
Durgāpur,Maharashtra
Durg,Chhattisgarh
Dūngarpur,Rajasthan
Ganj Dundwāra,Uttar Pradesh
Dumraon,Bihar
Dumra,Bihar
Dumka,Jharkhand
Dum Duma,Assam
Dam Dam,West Bengal
Duliajan,Assam
Dugda,Jharkhand
Dubrājpur,West Bengal
Dornakal,Telangana
Dorāha,Punjab
Dongargarh,Chhattisgarh
Dondaicha,Maharashtra
Domchānch,Jharkhand
Dombivali,Maharashtra
Doddaballapura,Karnataka
Doda,Jammu and Kashmir
Diu,Dadra and Nagar Haveli and Daman and Diu
Deesa,Gujarat
Dirba,Punjab
Diphu,Assam
Dīnhāta,West Bengal
Dindori,Madhya Pradesh
Dindigul,Tamil Nadu
Dīnānagar,Punjab
Dimāpur,Nagaland
Digras,Maharashtra
Deglur,Maharashtra
Diglipur,Andaman and Nicobar
Dighwāra,Bihar
Digboi,Assam
Dīg,Rajasthan
Dīdwāna,Rajasthan
Bicholim,Goa
Dibrugarh,Assam
Dibai,Uttar Pradesh
Diamond Harbour,West Bengal
Dhūri,Punjab
Dhupgāri,West Bengal
Dhuliān,West Bengal
Dhule,Maharashtra
Dhubri,Assam
Dhrol,Gujarat
Dhrāngadhra,Gujarat
Dhoraji,Gujarat
Dhone,Andhra Pradesh
Dholka,Gujarat
Dhing,Assam
Dhenkānāl,Odisha
Dhekiajuli,Assam
Dhaurahra,Uttar Pradesh
Dhaulpur,Rajasthan
Dhārūr,Maharashtra
Dhāruhera,Haryana
Dhārni,Madhya Pradesh
Dharamsala,Himachal Pradesh
Dharmkot,Punjab
Dharmavaram,Andhra Pradesh
Dharmapuri,Tamil Nadu
Dharmanagar,Tripura
Dharmadam,Kerala
Dharmābād,Maharashtra
Dhāriwāl,Punjab
Dhāri,Gujarat
Dhārāvi,Maharashtra
Dharapuram,Tamil Nadu
Dharangaon,Maharashtra
Dharampuri,Madhya Pradesh
Dharampur,Gujarat
Dhār,Madhya Pradesh
Dhanera,Gujarat
Dhandhuka,Gujarat
Dhanbad,Jharkhand
Dhanaura,Uttar Pradesh
Dhanaula,Punjab
Dhamtari,Chhattisgarh
Dhāmpur,Uttar Pradesh
Dhāmnod,Madhya Pradesh
Dhāka,Bihar
Dewas,Madhya Pradesh
Deoli,Rajasthan
Devgarh,Rajasthan
Devgadh Bāriya,Gujarat
Devarkonda,Telangana
Devanahalli,Karnataka
Devakottai,Tamil Nadu
Devadanapatti,Tamil Nadu
Deūlgaon Rāja,Maharashtra
Deshnoke,Rajasthan
Dergaon,Assam
Dera Māndi,Delhi
Depālpur,Madhya Pradesh
Deori Khās,Madhya Pradesh
Deoria,Uttar Pradesh
Deoraniān,Uttar Pradesh
Deoli,Maharashtra
Deolāli,Maharashtra
Deolali,Maharashtra
Deoghar,Jharkhand
Deogarh,Odisha
Deoband,Uttar Pradesh
Denkanikota,Tamil Nadu
Delhi Cantonment,Delhi
Delhi,Delhi
Dehradun,Uttarakhand
Davorlim,Goa
Davangere,Karnataka
Dausa,Rajasthan
Daund,Maharashtra
Daudnagar,Bihar
Dattāpur,Maharashtra
Datia,Madhya Pradesh
Dātāganj,Uttar Pradesh
Dasūya,Punjab
Dāsna,Uttar Pradesh
Daryāpur,Maharashtra
Dārwha,Maharashtra
Darsi,Andhra Pradesh
Dārjiling,West Bengal
Darbhanga,Bihar
Dāpoli,Maharashtra
Danta,Rajasthan
Dandeli,Karnataka
Dinapore,Bihar
Damoh,Madhya Pradesh
Dāmnagar,Gujarat
Daman,Dadra and Nagar Haveli and Daman and Diu
Medininagar,Jharkhand
Dalsingh Sarai,Bihar
Dalkola,West Bengal
Dākor,Gujarat
Dohad,Gujarat
Dahegām,Gujarat
Dāhānu,Maharashtra
Dādri,Uttar Pradesh
Dabwāli,Haryana
Dabra,Madhya Pradesh
Daboh,Madhya Pradesh
Dabhoi,Gujarat
Dabhel,Dadra and Nagar Haveli and Daman and Diu
Cuttack,Odisha
Curti,Goa
Curchorem,Goa
Cuncolim,Goa
Cumbum,Andhra Pradesh
Kadapa,Andhra Pradesh
Cuddalore,Tamil Nadu
Coonoor,Tamil Nadu
Kundapura,Karnataka
Colonelganj,Uttar Pradesh
Colgong,Bihar
Calangute,Goa
Coimbatore,Tamil Nadu
Kochi,Kerala
Clement Town,Uttarakhand
Chūru,Rajasthan
Churāchāndpur,Manipur
Chunār,Uttar Pradesh
Chotila,Gujarat
Chorwād,Gujarat
Chopda,Maharashtra
Sholavandan,Tamil Nadu
Chodavaram,Andhra Pradesh
Rampachodavaram,Andhra Pradesh
Chittūr,Kerala
Chittoor,Andhra Pradesh
Chittorgarh,Rajasthan
Chittaranjan,West Bengal
Chitradurga,Karnataka
Chitarpur,Jharkhand
Chītāpur,Karnataka
Chidawa,Rajasthan
Chīrāla,Andhra Pradesh
Chīpurupalle,Andhra Pradesh
Chiplūn,Maharashtra
Chintamani,Karnataka
Chinnūr,Telangana
Chinna Salem,Tamil Nadu
Chinnamanūr,Tamil Nadu
Chincholi,Karnataka
Chillupār,Uttar Pradesh
Chilakalūrupet,Andhra Pradesh
Chikodi,Karnataka
Chiknāyakanhalli,Karnataka
Chikmagalūr,Karnataka
Chikhli,Maharashtra
Chik Ballāpur,Karnataka
Chīka,Haryana
Chidambaram,Tamil Nadu
Chicholi,Maharashtra
Chhoti Sādri,Rajasthan
Chhota Udepur,Gujarat
Chhindwāra,Madhya Pradesh
Chhibrāmau,Uttar Pradesh
Chhatarpur,Delhi
Chhatarpur,Madhya Pradesh
Chhātāpur,Bihar
Chhāta,Uttar Pradesh
Chharra,Uttar Pradesh
Chhaprauli,Uttar Pradesh
Chāpra,Bihar
Chhāpar,Rajasthan
Chhanerā,Madhya Pradesh
Chhala,Gujarat
Chhabra,Rajasthan
Chettipālaiyam,Tamil Nadu
Chetput,Tamil Nadu
Chetput,Tamil Nadu
Cheranmahadevi,Tamil Nadu
Chennimalai,Tamil Nadu
Chengannūr,Kerala
Chengam,Tamil Nadu
Chengalpattu,Tamil Nadu
Chavara,Kerala
Chetwayi,Kerala
Chaumu,Rajasthan
Chaksu,Rajasthan
Chhatrapur,Odisha
Chatrā,Jharkhand
Chas,Jharkhand
Charthāwal,Uttar Pradesh
Charkhi Dādri,Haryana
Charkhāri,Uttar Pradesh
Chāpar,Assam
Channarāyapatna,Karnataka
Channapatna,Karnataka
Channagiri,Karnataka
Changanācheri,Kerala
Chāndor,Maharashtra
Chāndūr Bāzār,Maharashtra
Chāndūr,Maharashtra
Chāndur,Maharashtra
Chānda,Maharashtra
Chandrakona,West Bengal
Chāndpur,Uttar Pradesh
Chandigarh,Chandigarh
Chandia,Madhya Pradesh
Chanderi,Madhya Pradesh
Chanduasi,Uttar Pradesh
Chandauli,Uttar Pradesh
Chandannagar,West Bengal
Chānasma,Gujarat
Chamrajnagar,Karnataka
Chāmpa,Chhattisgarh
Chamba,Himachal Pradesh
Challapalle,Andhra Pradesh
Challakere,Karnataka
Chalisgaon,Maharashtra
Chalāla,Gujarat
Chākuliā,Jharkhand
Chakradharpur,Jharkhand
Chaklāsi,Gujarat
Chākia,Bihar
Chākan,Maharashtra
Chāībāsa,Jharkhand
Chāchaura,Madhya Pradesh
Canning,West Bengal
Kannur,Kerala
Kolkata,West Bengal
Byādgi,Karnataka
Buxar,Bihar
Burla,Odisha
Burhar,Madhya Pradesh
Burhānpur,Madhya Pradesh
Būndu,Jharkhand
Būndi,Rajasthan
Buldāna,Maharashtra
Bulandshahr,Uttar Pradesh
Buguda,Odisha
Budhlāda,Punjab
Budhāna,Uttar Pradesh
Budaun,Uttar Pradesh
Bramhapuri,Maharashtra
Brajarajnagar,Odisha
Brahmapur,Odisha
Botad,Gujarat
Borsad,Gujarat
Borivli,Maharashtra
Borāwar,Rajasthan
Bongaigaon,Assam
Mumbai,Maharashtra
Bolpur,West Bengal
Bokāro,Jharkhand
Bokajān,Assam
Boisar,Maharashtra
Bodināyakkanūr,Tamil Nadu
Bodh Gaya,Bihar
Bodhan,Telangana
Bobbili,Andhra Pradesh
Biswān,Uttar Pradesh
Bissāu,Rajasthan
Bishrāmpur,Jharkhand
Bishnupur,West Bengal
Bisauli,Uttar Pradesh
Bīsalpur,Uttar Pradesh
Bisālgarh,Tripura
Birūr,Karnataka
Bīrpur,Bihar
Birmitrapur,Odisha
Beed,Maharashtra
Binika,Odisha
Bindki,Uttar Pradesh
Etāwa,Madhya Pradesh
Bilthra,Uttar Pradesh
Bilsi,Uttar Pradesh
Bilsanda,Uttar Pradesh
Bilimora,Gujarat
Bilhaur,Uttar Pradesh
Bilgrām,Uttar Pradesh
Bilgi,Karnataka
Bīlāspur,Uttar Pradesh
Bilāspur,Chhattisgarh
Bilāsipāra,Assam
Bilāri,Uttar Pradesh
Bilāra,Rajasthan
Bikramganj,Bihar
Bikram,Bihar
Bikaner,Rajasthan
Bijnor,Uttar Pradesh
Bijbehara,Jammu and Kashmir
Bijāwar,Madhya Pradesh
Bījāpur,Chhattisgarh
Vijayapura,Karnataka
Bijaipur,Madhya Pradesh
Bijaynagar,Rajasthan
Bihtā,Bihar
Bihār Sharīf,Bihar
Bihārīganj,Bihar
Bidhūna,Uttar Pradesh
Bīdāsar,Rajasthan
Bidar,Karnataka
Biaora,Madhya Pradesh
Kīl Bhuvanagiri,Tamil Nadu
Boothapandi,Tamil Nadu
Bhusawal,Maharashtra
Bhundsi,Haryana
Bhoom,Maharashtra
Bhuj,Gujarat
Bhudgaon,Maharashtra
Bhubaneswar,Odisha
Bhuban,Odisha
Bhor,Maharashtra
Bhopal,Madhya Pradesh
Bhongīr,Telangana
Bhongaon,Uttar Pradesh
Bhokardan,Maharashtra
Bhokar,Maharashtra
Bhogpur,Punjab
Bhiwāni,Haryana
Bhiwandi,Maharashtra
Bhitarwār,Madhya Pradesh
Bhīnmāl,Rajasthan
Bhinga,Uttar Pradesh
Bhindār,Rajasthan
Bhind,Madhya Pradesh
Bhīmunipatnam,Andhra Pradesh
Bhimavaram,Andhra Pradesh
Bhilwara,Rajasthan
Bhiloda,Gujarat
Bhilai,Chhattisgarh
Bhikkiwind Uttār,Punjab
Bhīkhi,Punjab
Bhikangaon,Madhya Pradesh
Bhetia,Jharkhand
Bhelai,Chhattisgarh
Bhāyāvadar,Gujarat
Bhayandar,Maharashtra
Bhawānipatna,Odisha
Bhawānīgarh,Punjab
Bhawāni Mandi,Madhya Pradesh
Bhavnagar,Gujarat
Bhavāni,Tamil Nadu
Bhattiprolu,Andhra Pradesh
Bhātpāra,West Bengal
Bhatkal,Karnataka
Bathinda,Punjab
Bhātāpāra,Chhattisgarh
Bhusawar,Rajasthan
Bharwāri,Uttar Pradesh
Bharūch,Gujarat
Bharthana,Uttar Pradesh
Bharatpur,Rajasthan
Bhānvad,Gujarat
Bhānpurī,Chhattisgarh
Bhānpura,Madhya Pradesh
Bhanjanagar,Odisha
Bhānder,Madhya Pradesh
Bhandāra,Maharashtra
Bhālki,Karnataka
Bhaisa,Telangana
Bhainsdehi,Madhya Pradesh
Bhāgalpur,Bihar
Bhadreswar,West Bengal
Bhadrāvati,Karnataka
Bhadrak,Odisha
Bhadrāchalam,Telangana
Bhādra,Rajasthan
Bhadohi,Uttar Pradesh
Bhadgaon,Maharashtra
Bhadaur,Punjab
Bhādāsar,Rajasthan
Bhachāu,Gujarat
Bhabhua,Bihar
Bhābhar,Gujarat
Beypore,Kerala
Bewar,Uttar Pradesh
Betūl,Madhya Pradesh
Bettiah,Bihar
Betma,Madhya Pradesh
Betamcherla,Andhra Pradesh
Beri Khās,Haryana
Berasia,Madhya Pradesh
Beohāri,Madhya Pradesh
Bemetāra,Chhattisgarh
Belūr,Karnataka
Belsand,Bihar
Belonia,Tripura
Ballari,Karnataka
Belagavi,Karnataka
Beldānga,West Bengal
Bela,Uttar Pradesh
Behror,Rajasthan
Behat,Uttar Pradesh
Begusarai,Bihar
Begūn,Rajasthan
Begamganj,Madhya Pradesh
Bedi,Gujarat
Beāwar,Rajasthan
Bāzpur,Uttarakhand
Bayāna,Rajasthan
Bayad,Gujarat
Bawāni Khera,Haryana
Bawāna,Delhi
Bāwal,Haryana
Baud,Odisha
Batāla,Punjab
Baswa,Rajasthan
Bāsudebpur,Odisha
Bastī,Uttar Pradesh
Basoda,Madhya Pradesh
Basni,Rajasthan
Basmat,Maharashtra
Basirhat City,West Bengal
Basi,Punjab
Basi,Punjab
Basi,Rajasthan
Basavana Bāgevādi,Karnataka
Basavakalyan,Karnataka
Barwāni,Madhya Pradesh
Barwāla,Haryana
Barwāh,Madhya Pradesh
Bāruni,Bihar
Baruipur,West Bengal
Barshi,Maharashtra
Barpeta,Assam
Barpāli,Odisha
Baroda,Madhya Pradesh
Chhipa Barod,Rajasthan
Barnāla,Punjab
Barnagar,Madhya Pradesh
Bārmer,Rajasthan
Barki Saria,Jharkhand
Barkā Kānā,Jharkhand
Barjala,Tripura
Bari Sādri,Rajasthan
Baripāda,Odisha
Bāri,Rajasthan
Barhiya,Bihar
Bārh,Bihar
Bargūr,Tamil Nadu
Bargi,Madhya Pradesh
Bargarh,Odisha
Bareli,Madhya Pradesh
Bareja,Gujarat
Bareilly,Uttar Pradesh
Bārdoli,Gujarat
Barddhamān,West Bengal
Bar Bigha,Bihar
Baraut,Uttar Pradesh
Barauli,Bihar
Bārāsat,West Bengal
Baranagar,West Bengal
Bārān,Rajasthan
Bāramūla,Jammu and Kashmir
Bārāmati,Maharashtra
Bārākpur,West Bengal
Bāpatla,Andhra Pradesh
Bāonlī,Rajasthan
Bāola,Gujarat
Banūr,Punjab
Bantvāl,Karnataka
Bāntva,Gujarat
Bānswāra,Rajasthan
Bānswāda,Telangana
Bānsi,Uttar Pradesh
Bānsdīh,Uttar Pradesh
Bānsbāria,West Bengal
Bannūr,Karnataka
Banmankhi,Bihar
Bānkura,West Bengal
Bānki,Odisha
Bankāpur,Karnataka
Bānka,Bihar
Bāngarmau,Uttar Pradesh
Bangarapet,Karnataka
Bangaon,Bihar
Bangaon,West Bengal
Banganapalle,Andhra Pradesh
Bengaluru,Karnataka
Banga,Punjab
Bandipura,Jammu and Kashmir
Bāndīkūi,Rajasthan
Bānda,Uttar Pradesh
Banda,Madhya Pradesh
Banat,Uttar Pradesh
Bānapur,Odisha
Bāmor Kalān,Madhya Pradesh
Bāmaur,Madhya Pradesh
Balussheri,Kerala
Bālurghāt,West Bengal
Bālugaon,Odisha
Bālugān,Odisha
Balrāmpur,Uttar Pradesh
Balotra,Rajasthan
Baloda Bāzār,Chhattisgarh
Balod,Chhattisgarh
Bāli,West Bengal
Ballia,Bihar
Ballarpur,Maharashtra
Baliguda,Odisha
Bāli,Rajasthan
Balasore,Odisha
Balarāmpur,West Bengal
Bālāpur,Maharashtra
Balāngīr,Odisha
Bālāghāt,Madhya Pradesh
Bālāchor,Punjab
Bakhtiyārpur,Bihar
Bakhri,Bihar
Budge Budge,West Bengal
Viratnagar,Rajasthan
Bairāgnia,Bihar
Byndoor,Karnataka
Bail-Hongal,Karnataka
Baikunthpur,Chhattisgarh
Baihar,Madhya Pradesh
Baidyabāti,West Bengal
Bahraigh,Uttar Pradesh
Bahjoi,Uttar Pradesh
Baheri,Uttar Pradesh
Baharampur,West Bengal
Bahadurgarh,Haryana
Bahādurganj,Bihar
Bāh,Uttar Pradesh
Bagulā,West Bengal
Bāghpat,Uttar Pradesh
Bagdogra,West Bengal
Bagha Purana,Punjab
Bāgepalli,Karnataka
Bāgbahra,Chhattisgarh
Bagasra,Gujarat
Bagar,Rajasthan
Bagalkot,Karnataka
Bagaha,Bihar
Bagaha,Bihar
Badvel,Andhra Pradesh
Badūria,West Bengal
Bādshāhpur,Haryana
Badnāwar,Madhya Pradesh
Badlapur,Maharashtra
Badgām,Jammu and Kashmir
Bādāmi,Karnataka
Badagara,Kerala
Bada Barabīl,Odisha
Bachhraon,Uttar Pradesh
Babrāla,Uttar Pradesh
Bābra,Gujarat
Babīna,Uttar Pradesh
Baberu,Uttar Pradesh
Bābai,Madhya Pradesh
Azamgarh,Uttar Pradesh
Ayyampettāi,Tamil Nadu
Ayodhya,Uttar Pradesh
Ayakudi,Tamil Nadu
Avanigadda,Andhra Pradesh
Avinashi,Tamil Nadu
Avadi,Tamil Nadu
Ausa,Maharashtra
Aurangābād,Bihar
Aurangabad,Maharashtra
Auraiya,Uttar Pradesh
Aurād,Karnataka
Attur,Tamil Nadu
Attingal,Kerala
Attili,Andhra Pradesh
Attibele,Karnataka
Atraulī,Uttar Pradesh
Atmakūr,Andhra Pradesh
Adirampattinam,Tamil Nadu
Athani,Karnataka
Āthagarh,Odisha
Atarra,Uttar Pradesh
Āsind,Rajasthan
Āsika,Odisha
Asifābād,Telangana
Ashta,Madhya Pradesh
Ashta,Maharashtra
Ashoknagar,Madhya Pradesh
Āsansol,West Bengal
Āsandh,Haryana
Arwal,Bihar
Ārvi,Maharashtra
Aruppukkottai,Tamil Nadu
Arumuganeri,Tamil Nadu
Arukutti,Kerala
Arsikere,Karnataka
Āron,Madhya Pradesh
Arkalgūd,Karnataka
Ariyalūr,Tamil Nadu
Arcot,Tamil Nadu
Arāria,Bihar
Arantāngi,Tamil Nadu
Arni,Tamil Nadu
Ārangaon,Maharashtra
Arang,Chhattisgarh
Aramboli,Tamil Nadu
Arāmbāgh,West Bengal
Arakkonam,Tamil Nadu
Arrah,Bihar
Aonla,Uttar Pradesh
Anūpshahr,Uttar Pradesh
Anūppur,Madhya Pradesh
Anūpgarh,Rajasthan
Anta,Rajasthan
Anshing,Maharashtra
Annur,Tamil Nadu
Annigeri,Karnataka
Annāmalainagar,Tamil Nadu
Ankola,Karnataka
Ankleshwar,Gujarat
Anjār,Gujarat
Anjangaon,Maharashtra
Anjad,Madhya Pradesh
Angul,Odisha
Angamāli,Kerala
Anekal,Karnataka
Andol,Telangana
Anthiyur,Tamil Nadu
Āndippatti,Tamil Nadu
Anantnag,Jammu and Kashmir
Anantapur,Andhra Pradesh
Anandpur,Punjab
Anandpur,Odisha
Anand,Gujarat
Anakapalle,Andhra Pradesh
Anaimalai,Tamil Nadu
Āmūr,Telangana
Amudālavalasa,Andhra Pradesh
Āmta,West Bengal
Amroli,Gujarat
Amroha,Uttar Pradesh
Amritsar,Punjab
Amreli,Gujarat
Amravati,Maharashtra
Amod,Gujarat
Āmli,Dadra and Nagar Haveli and Daman and Diu
Āmlāgora,West Bengal
Amla,Madhya Pradesh
Amīngarh,Karnataka
Amet,Rajasthan
Ambur,Tamil Nadu
Ambikāpur,Chhattisgarh
Ambattur,Tamil Nadu
Ambasamudram,Tamil Nadu
Āmbāsa,Tripura
Ambāla,Haryana
Ambājogāi,Maharashtra
Ambāh,Madhya Pradesh
Ambad,Maharashtra
Amarpur,Bihar
Amarpātan,Madhya Pradesh
Ambarnath,Maharashtra
Amalner,Maharashtra
Amalāpuram,Andhra Pradesh
Alwaye,Kerala
Alwar,Rajasthan
Alot,Madhya Pradesh
Along,Arunachal Pradesh
Alnāvar,Karnataka
Almora,Uttarakhand
Allinagaram,Tamil Nadu
Alappuzha,Kerala
Prayagraj,Uttar Pradesh
Alīpur Duār,West Bengal
Alīpur,Delhi
Alīgarh,Uttar Pradesh
Alīganj,Uttar Pradesh
Alībāg,Maharashtra
Alattūr,Kerala
Ālangulam,Tamil Nadu
Alangāyam,Tamil Nadu
Alandur,Tamil Nadu
Alandi,Maharashtra
Aland,Karnataka
Akot,Maharashtra
Akola,Maharashtra
Aklūj,Maharashtra
Aklera,Rajasthan
Akivīdu,Andhra Pradesh
Akhnūr,Jammu and Kashmir
Akbarpur,Uttar Pradesh
Akbarpur,Uttar Pradesh
Akaltara,Chhattisgarh
Akalkot,Maharashtra
Ajara,Maharashtra
Ajnāla,Punjab
Ajmer,Rajasthan
Ajaigarh,Madhya Pradesh
Aizawl,Mizoram
Ahwa,Gujarat
Ahraura,Uttar Pradesh
Ahor,Rajasthan
Ahmadpur,Maharashtra
Ahilyanagar,Maharashtra
Ahmedabad,Gujarat
Agra,Uttar Pradesh
Agartala,Tripura
Agar,Madhya Pradesh
Afzalpur,Karnataka
Afzalgarh,Uttar Pradesh
Adūr,Kerala
Adra,West Bengal
Adoni,Andhra Pradesh
Ādilābād,Telangana
Addanki,Andhra Pradesh
Achhnera,Uttar Pradesh
Achhībal,Jammu and Kashmir
Achalpur,Maharashtra
Ābu Road,Rajasthan
Ābu,Rajasthan
Abohar,Punjab
Abhayāpuri,Assam
Dalli Rājhara,Chhattisgarh
Contai,West Bengal
Haldia,West Bengal
Srirāmpur,West Bengal
Dumjor,West Bengal
Bankra,West Bengal
Chakapara,West Bengal
Mahiari,West Bengal
Dhulagari,West Bengal
Pānchla,West Bengal
Pujali,West Bengal
Maheshtala,West Bengal
Monoharpur,West Bengal
Badāmibāgh,Jammu and Kashmir
Soyībug,Jammu and Kashmir
Brāhmanān di Bāri,Jammu and Kashmir
Kheri Nāngal,Haryana
Jharoda Kalān,Delhi
Roshanpura,Delhi
Dīndārpur,Delhi
Singāpur,Telangana
Nāgāvaram,Telangana
Jilādiguda,Telangana
Yamjāl,Telangana
Ghatkesar,Telangana
Kompalli,Telangana
Vijayapura,Karnataka
Adampur,Punjab
Mullānwāla,Punjab
Chanaje,Maharashtra
Madhavaram,Tamil Nadu
Maduraivayal,Tamil Nadu
Porur,Tamil Nadu
Mugalivakkam,Tamil Nadu
Virugambakkam,Tamil Nadu
Madipakkam,Tamil Nadu
Ullagaram,Tamil Nadu
Perungudi,Tamil Nadu
Kotivakkam,Tamil Nadu
Rajakilpakkam,Tamil Nadu
Meddappakkam,Tamil Nadu
Kullattūr,Tamil Nadu
Kavanur,Tamil Nadu
Kallamchavadi,Tamil Nadu
Unamaucheri,Tamil Nadu
Perunkalattu,Tamil Nadu
Madambakkam,Tamil Nadu
Nalambūr,Tamil Nadu
Nerkunram,Tamil Nadu
Kaikalapettai,Tamil Nadu
Vīrarāghavapuram,Tamil Nadu
Reddipālaiyam,Tamil Nadu
Vengattūr,Tamil Nadu
Tirumeshi,Tamil Nadu
Powai,Maharashtra
Navi Mumbai,Maharashtra
Chockli,Kerala
Panoor,Kerala
Panchkula,Haryana
Sholinganallur,Tamil Nadu
koppana Agrahara,Karnataka
Hebbagodi,Karnataka
Bommasandra Industrial Area,Karnataka
Murudeshwara,Karnataka
Shivaji Nagar,Maharashtra
Greater Noida,Uttar Pradesh
Zerakpur,Punjab
Bīna,Madhya Pradesh
Mohali,Punjab
Pithampur,Madhya Pradesh
Barbil,Odisha
Airoli,Maharashtra
Aluva,Kerala
Kotkapura,Punjab
Muvattupuzha,Kerala
Perumbavoor,Kerala
Vapi,Gujarat
Baddi,Himachal Pradesh
Noida,Uttar Pradesh
Bhiwadi,Rajasthan
Mandideep,Madhya Pradesh
Singrauli,Madhya Pradesh
Birpara,West Bengal
Jaigaon,West Bengal
Akkarampalle,Andhra Pradesh
Bellampalli,Telangana
Chemmumiahpet,Andhra Pradesh
Gaddi Annaram,Telangana
Dasnapur,Telangana
Kanuru,Andhra Pradesh
Lal Bahadur Nagar,Telangana
Madhira,Telangana
Malkajgiri,Telangana
Mandamarri,Telangana
Chinnachowk,Andhra Pradesh
Kyathampalle,Telangana
Gajuwaka,Andhra Pradesh
Katheru,Andhra Pradesh
Metpalle,Telangana
Manuguru,Telangana
Kalyandurg,Andhra Pradesh
Payakaraopeta,Andhra Pradesh
Ponnur,Andhra Pradesh
Quthbullapur,Telangana
Ramanayyapeta,Andhra Pradesh
Palwancha,Telangana
Barpeta Road,Assam
Sathupalli,Telangana
Yanamalakuduru,Andhra Pradesh
Morigaon,Assam
Naharlagun,Arunachal Pradesh
Serilingampalle,Telangana
Silapathar,Assam
Lumding Railway Colony,Assam
Aistala,West Bengal
Ashoknagar Kalyangarh,West Bengal
Bahula,West Bengal
Thanneermukkom,Kerala
Aymanam,Kerala
Bhawanipur,Bihar
Bakhtiarpur,Bihar
Pimpri-Chinchwad,Maharashtra
Zira,Punjab
Longowal,Punjab
Adampur,Haryana
Shamshabad,Telangana
Thottada,Kerala
Williamnagar,Meghalaya
Nongthymmai,Meghalaya
Kumbalangy,Kerala
Devadurga,Karnataka
Patran,Punjab
Kharghar,Maharashtra
Chendamangalam,Kerala
Singampunari,Tamil Nadu
Mannachanallur,Tamil Nadu
Thuraiyur,Tamil Nadu
Pallipalayam,Tamil Nadu
Kumarapalayam,Tamil Nadu
Parangipettai,Tamil Nadu
Virudhachalam,Tamil Nadu
Kattumannarkoil,Tamil Nadu
Oddanchathiram,Tamil Nadu
Udaipurwati,Rajasthan
Sumerpur,Rajasthan
Karingal,Tamil Nadu
Arumanai,Tamil Nadu
Kottur,Tamil Nadu
Sankagiri,Tamil Nadu
Electronic City Phase I,Karnataka
Ramagundam,Telangana
Shella,Meghalaya
Hanumana,Madhya Pradesh
Mirganj,Bihar
Sultānganj,Bihar
Bagru,Rajasthan
Nimach,Rajasthan
Kamatgi,Maharashtra
Azhikkōd,Kerala
Kamalāpuram,Karnataka
Nannambra,Kerala
Vellalūr,Tamil Nadu
Thimiri,Tamil Nadu
Tādikombu,Tamil Nadu
Mechcheri,Tamil Nadu
Vāniyamkulam,Kerala
Mehidpur,Madhya Pradesh
Khoni,Maharashtra
Karjan,Gujarat
Cherpulassery,Kerala
Biswanath Chariali,Assam
Jalandhar Cantonment,Punjab
Kagaznāgār,Telangana
Prāntij,Gujarat
Kirandul,Chhattisgarh
Nedumbassery,Kerala
Ganaur,Haryana
Thoothukudi,Tamil Nadu
Shiraguppi,Maharashtra
Gadag-Betageri,Karnataka
Rabkavi-Banhatti,Karnataka
Rudrapur,Uttarakhand
Bada Malhera,Madhya Pradesh
Laitumkhrah,Meghalaya
Kurwai,Madhya Pradesh
Jirapur,Madhya Pradesh
Budhni,Madhya Pradesh
Badi,Madhya Pradesh
Areraj,Bihar
Sunabeda,Odisha
Rajgangpur,Odisha
Lateri,Madhya Pradesh
V.S.K.Valasai (Dindigul-Dist.),Tamil Nadu
Dhamanagar,Odisha
Barbigha,Bihar
Joda,Odisha
Kadodara,Gujarat
Thodupuzha,Kerala
Maithon,Jharkhand
Neelankarai,Tamil Nadu
Injambakkam,Tamil Nadu
Palavakkam,Tamil Nadu
Srikalahasti,Andhra Pradesh
Nambol,Manipur
Shahbazpur,Bihar
Heli Mandi,Haryana
Mānesar,Haryana
Pammal,Tamil Nadu
Anakaputhur,Tamil Nadu
Valasaravakkam,Tamil Nadu
Maduravoyal,Tamil Nadu
Meenambakkam,Tamil Nadu
Pallikaranai,Tamil Nadu
Ganguwa,Haryana
Gulgam,Jammu and Kashmir
Kopawor,Jammu and Kashmir
Barāra,Haryana
Khairtal,Rajasthan
Kansāpur,Haryana
Sisauli,Haryana
Kherli,Rajasthan
Asāra,Uttar Pradesh
Sārni,Madhya Pradesh
Chāndāmeta,Madhya Pradesh
Wānādongri,Maharashtra
Nildoh,Maharashtra
Vadgaon,Maharashtra
Umarsera,Maharashtra
Belpahar,Odisha
Bhauri,Rajasthan
Mahna,Punjab
Rāman,Punjab
Bhuwāna,Rajasthan
Sātalkheri,Rajasthan
Tapa,Punjab
Mūllānpur,Punjab
Pehlādpur Bāngar,Delhi
Siraspur,Delhi
Kundli,Haryana
Kādīpur,Delhi
Libāspur,Delhi
Burāri,Delhi
